CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ActivityStartDate,MonitoringLocationIdentifier,OrganizationFormalName,ResultStatusIdentifier
Copper,0.009,mg/L,2018-07-06,MDEQ_REM_WQX-CFR-07D,Montana DEQ Remediation,Final
Copper,0.04,mg/L,2018-06-29,CMCNRMI_WQX-LFPW-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.046,mg/L,2018-06-27,KAWNATON_WQX-KN-KL-001,"Kaw Nation, Oklahoma (Tribal)",Final
Copper,0.00477,mg/L,2018-09-15,11NPSWRD_WQX-GRSM_F_0023,National Park Service Water Resources Division,Final
Copper,0.078,mg/L,2018-11-09,KAWNATON_WQX-KN-AR-001,"Kaw Nation, Oklahoma (Tribal)",Final
Copper,0.00082,mg/L,2018-06-06,AZDEQ_SW-491,AZDEQ_SW,Final
Copper,0.0014,mg/L,2018-11-15,UTEMTN-CW-S2,Ute Mountain Utes Tribe (Colorado) (Tribal),Final
Copper,0.01,mg/L,2018-05-02,21SC60WQ_WQX-S-004,South Carolina Department of Environmental Services,Final
Copper,0.53365,mg/L,2018-01-27,11NPSWRD_WQX-GRSM_F_0326,National Park Service Water Resources Division,Final
Copper,0.01,mg/L,2018-12-11,21SC60WQ_WQX-CW-057,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-07-24,21SC60WQ_WQX-RT-18179,South Carolina Department of Environmental Services,Final
Copper,0.0035,mg/L,2018-05-24,AZDEQ_SW-1977,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-04-03,21SC60WQ_WQX-S-119,South Carolina Department of Environmental Services,Final
Copper,0.32,mg/L,2018-09-30,AZDEQ_SW-471,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-01-04,21SC60WQ_WQX-S-119,South Carolina Department of Environmental Services,Final
Copper,0.001,mg/L,2018-09-21,AZDEQ_SW-1692,AZDEQ_SW,Final
Copper,0.035,mg/L,2018-03-21,MDEQ_REM_WQX-SS-16B,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-07-23,21SC60WQ_WQX-RL-18096,South Carolina Department of Environmental Services,Final
Copper,1.4,mg/L,2018-05-16,CMCNRMI_WQX-LFP-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.01,mg/L,2018-07-05,21SC60WQ_WQX-MD-256,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-11-15,21SC60WQ_WQX-MD-267,South Carolina Department of Environmental Services,Final
Copper,0.0017,mg/L,2018-11-07,AZDEQ_SW-1071,AZDEQ_SW,Final
Copper,0.0011,mg/L,2018-12-18,AZDEQ_SW-62163,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-10-02,21SC60WQ_WQX-RT-052119,South Carolina Department of Environmental Services,Final
Copper,3.69,mg/L,2018-05-24,CMCNRMI_WQX-LFPE-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.01,mg/L,2018-07-24,AZDEQ_SW-2440,AZDEQ_SW,Final
Copper,0.0027,mg/L,2018-12-13,AZDEQ_SW-550,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-05-23,21SC60WQ_WQX-RS-18439,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-09-19,21SC60WQ_WQX-E-104,South Carolina Department of Environmental Services,Final
Copper,0.46,mg/L,2018-02-15,AZDEQ_SW-471,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-08-30,21SC60WQ_WQX-PD-338,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-11-13,21SC60WQ_WQX-E-102,South Carolina Department of Environmental Services,Final
Copper,0.00533,mg/L,2018-11-17,11NPSWRD_WQX-GRSM_F_0489,National Park Service Water Resources Division,Final
Copper,0.003,mg/L,2018-03-20,MDEQ_REM_WQX-WSC-SBC,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-11-08,21SC60WQ_WQX-MD-107,South Carolina Department of Environmental Services,Final
Copper,0.002,mg/L,2018-11-14,MTNWE-MM-9,Montana NorthWestern Energy,Final
Copper,0.0,mg/L,2018-06-07,LOWERARKVALLEYWATERCONSDIST-Diamond A Middle,Lower Arkansas Valley Water Conservation District,Final
Copper,0.038,mg/L,2018-09-30,AZDEQ_SW-460,AZDEQ_SW,Final
Copper,0.000345,mg/L,2018-10-15,MIDNITE_2-MWFW-01,Midnite Mine Environmental Data,Final
Copper,0.01,mg/L,2018-11-06,21SC60WQ_WQX-RS-18418,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-07-12,21SC60WQ_WQX-RO-18425,South Carolina Department of Environmental Services,Final
Copper,0.00436,mg/L,2018-03-17,11NPSWRD_WQX-GRSM_F_0052,National Park Service Water Resources Division,Final
Copper,0.0,mg/L,2018-08-09,LOWERARKVALLEYWATERCONSDIST-McClave 3,Lower Arkansas Valley Water Conservation District,Final
Copper,0.002,mg/L,2018-09-13,MDEQ_REM_WQX-SS-01,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-04-05,21SC60WQ_WQX-RT-18171,South Carolina Department of Environmental Services,Final
Copper,0.009,mg/L,2018-06-05,MDEQ_REM_WQX-MCWC-MWB,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-11-13,21SC60WQ_WQX-RO-18412,South Carolina Department of Environmental Services,Final
Copper,0.02,mg/L,2018-05-31,CMCNRMI_WQX-LFPW-06,Colorado Mountain College Natural Resource Management,Final
Copper,0.016,mg/L,2018-06-05,MDEQ_REM_WQX-CFR-03A,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-08-15,21SC60WQ_WQX-MD-269,South Carolina Department of Environmental Services,Final
Copper,0.0007,mg/L,2018-06-13,MDEQ_WQ_WQX-Y17YELSR85,Montana DEQ WQPB,Final
Copper,0.01,mg/L,2018-11-08,21SC60WQ_WQX-B-302,South Carolina Department of Environmental Services,Final
Copper,0.0012,mg/L,2018-05-22,FTBLKNAP-PC-KCR-01,Gros Ventre and Assiniboine Tribe (Fort Belknap Indian Res),Final
Copper,0.021,mg/L,2018-01-10,KAWNATON_WQX-KN-KL-005,"Kaw Nation, Oklahoma (Tribal)",Final
Copper,0.01,mg/L,2018-12-11,21SC60WQ_WQX-B-054,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-08-07,21SC60WQ_WQX-MD-273,South Carolina Department of Environmental Services,Final
Copper,0.013,mg/L,2018-07-12,MDEQ_REM_WQX-LYS-05,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-12-06,21SC60WQ_WQX-SV-340,South Carolina Department of Environmental Services,Final
Copper,0.06,mg/L,2018-06-29,CMCNRMI_WQX-LFPW-06,Colorado Mountain College Natural Resource Management,Final
Copper,0.01,mg/L,2018-04-05,21SC60WQ_WQX-B-352,South Carolina Department of Environmental Services,Final
Copper,3.76,mg/L,2018-06-05,CMCNRMI_WQX-LFPE-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.01,mg/L,2018-03-28,21SC60WQ_WQX-CW-230,South Carolina Department of Environmental Services,Final
Copper,0.002,mg/L,2018-06-06,MDEQ_WQ_WQX-M01LSHPC50,Montana DEQ WQPB,Final
Copper,0.00076,mg/L,2018-10-16,AZDEQ_SW-996,AZDEQ_SW,Final
Copper,0.076,mg/L,2018-09-19,AZDEQ_SW-61695,AZDEQ_SW,Final
Copper,0.0012,mg/L,2018-06-07,AZDEQ_SW-703,AZDEQ_SW,Final
Copper,0.0048,mg/L,2018-11-15,UTEMTN-CW-S2,Ute Mountain Utes Tribe (Colorado) (Tribal),Final
Copper,0.007,mg/L,2018-11-16,MNPCA-S007-627,Minnesota Pollution Control Agency - Ambient Surface Water,Final
Copper,0.00492,mg/L,2018-03-22,CEDEN-SE-In-2,California State Water Resources Control Board,Final
Copper,0.01,mg/L,2018-03-13,21SC60WQ_WQX-SV-236,South Carolina Department of Environmental Services,Final
Copper,0.0005,mg/L,2018-08-28,USACOEND-CHE10047,"U.S. Army Corps of Engineers, Nashville District",Final
Copper,0.0052,mg/L,2018-01-30,MNPCA-SS00071,Minnesota Pollution Control Agency - Ambient Surface Water,Final
Copper,0.012,mg/L,2018-10-14,AZDEQ_SW-562,AZDEQ_SW,Final
Copper,0.00063,mg/L,2018-05-09,AZDEQ_SW-48,AZDEQ_SW,Final
Copper,0.00445,mg/L,2018-04-08,MAWRRC_WQX-96163,Massachusetts Water Resources Research Center,Final
Copper,0.0003,mg/L,2018-10-03,MDEQ_WQ_WQX-M10SMTHR40,Montana DEQ WQPB,Final
Copper,0.01,mg/L,2018-03-06,21SC60WQ_WQX-S-131,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-05-07,21SC60WQ_WQX-PD-201,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-02-22,21SC60WQ_WQX-MD-278,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-10-03,21SC60WQ_WQX-MD-252,South Carolina Department of Environmental Services,Final
Copper,0.0072,mg/L,2018-05-29,SOUTHUTE-SUIT18,Southern Ute Tribe,Final
Copper,0.01,mg/L,2018-02-08,21SC60WQ_WQX-MD-248,South Carolina Department of Environmental Services,Final
Copper,0.0083,mg/L,2018-09-11,11NPSWRD_WQX-GRSM_F_0485,National Park Service Water Resources Division,Final
Copper,0.01,mg/L,2018-06-21,21SC60WQ_WQX-SV-268,South Carolina Department of Environmental Services,Final
Copper,0.0041,mg/L,2018-08-21,AZDEQ_SW-409,AZDEQ_SW,Final
Copper,0.0087,mg/L,2018-11-01,AZDEQ_SW-61995,AZDEQ_SW,Final
Copper,1.7,mg/L,2018-02-15,AZDEQ_SW-2159,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-12-13,21SC60WQ_WQX-E-115,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-10-09,MESKWAKI_DNR-05451762,Meskwaki Department of Natural Resources (Tribal),Final
Copper,0.002,mg/L,2018-08-07,MDEQ_WQ_WQX-Y17YELSR01,Montana DEQ WQPB,Final
Copper,0.0033,mg/L,2018-04-06,CBS-E- 3,CBS Operations Inc.,Accepted
Copper,0.00057,mg/L,2018-02-15,AZDEQ_SW-754,AZDEQ_SW,Final
Copper,0.0006,mg/L,2018-11-02,MTVOLWQM_WQX-DS_SMITH_R_ROAD,Montana Volunteer Water Quality Monitoring,Final
Copper,0.01,mg/L,2018-10-02,21SC60WQ_WQX-RO-18414,South Carolina Department of Environmental Services,Final
Copper,0.31,mg/L,2018-09-30,AZDEQ_SW-471,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-03-15,21SC60WQ_WQX-RL-18089,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-03-15,21SC60WQ_WQX-RS-18406,South Carolina Department of Environmental Services,Final
Copper,0.00285,mg/L,2018-03-17,11NPSWRD_WQX-GRSM_F_0259,National Park Service Water Resources Division,Final
Copper,0.001,mg/L,2018-11-29,MDEQ_REM_WQX-SS-01,Montana DEQ Remediation,Final
Copper,0.11,mg/L,2018-02-15,AZDEQ_SW-462,AZDEQ_SW,Final
Copper,0.003,mg/L,2018-06-20,MDEQ_WQ_WQX-Y03YELSR13,Montana DEQ WQPB,Final
Copper,0.01,mg/L,2018-10-29,21SC60WQ_WQX-CW-019,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-08-14,21SC60WQ_WQX-RO-18424,South Carolina Department of Environmental Services,Final
Copper,0.0003,mg/L,2018-10-02,MDEQ_WQ_WQX-M10SMTHR74,Montana DEQ WQPB,Final
Copper,0.00445,mg/L,2018-04-08,MAWRRC_WQX-9661525,Massachusetts Water Resources Research Center,Final
Copper,0.31,mg/L,2018-08-23,CMCNRMI_WQX-LFP-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.01,mg/L,2018-07-26,21SC60WQ_WQX-CL-089,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-07-05,21SC60WQ_WQX-B-352,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-02-21,21SC60WQ_WQX-MD-130,South Carolina Department of Environmental Services,Final
Copper,0.022,mg/L,2018-07-18,KAWNATON_WQX-KN-KL-003,"Kaw Nation, Oklahoma (Tribal)",Final
Copper,0.01,mg/L,2018-07-09,21SC60WQ_WQX-S-222,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-08-09,21SC60WQ_WQX-PD-052,South Carolina Department of Environmental Services,Final
Copper,0.0023,mg/L,2018-09-19,SOUTHUTE-STC 12-0,Southern Ute Tribe,Final
Copper,0.001,mg/L,2018-08-14,MDEQ_WQ_WQX-Y02SHLDR50,Montana DEQ WQPB,Final
Copper,0.00069,mg/L,2018-11-29,SRPMIC-SR-2,Salt River Pima-Maricopa Indian Community (SRPMIC) (Tribal),Accepted
Copper,0.01,mg/L,2018-04-03,21SC60WQ_WQX-RS-18413,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-07-16,21SC60WQ_WQX-CSTL-125,South Carolina Department of Environmental Services,Final
Copper,0.0005,mg/L,2018-08-09,MDEQ_WQ_WQX-Y06YELSR09,Montana DEQ WQPB,Final
Copper,0.0055,mg/L,2018-10-02,AZDEQ_SW-61951,AZDEQ_SW,Final
Copper,0.14,mg/L,2018-09-03,AZDEQ_SW-61695,AZDEQ_SW,Final
Copper,0.007,mg/L,2018-11-27,MDEQ_REM_WQX-SBC-P2,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-04-19,21SC60WQ_WQX-CSTL-107,South Carolina Department of Environmental Services,Final
Copper,0.00445,mg/L,2018-04-08,MAWRRC_WQX-95051,Massachusetts Water Resources Research Center,Final
Copper,0.01,mg/L,2018-11-14,21SC60WQ_WQX-MD-277,South Carolina Department of Environmental Services,Final
Copper,0.013,mg/L,2018-03-27,AZDEQ_SW-695,AZDEQ_SW,Final
Copper,0.00051,mg/L,2018-03-21,AZDEQ_SW-61700,AZDEQ_SW,Final
Copper,0.0003,mg/L,2018-09-14,MDEQ_WQ_WQX-M10SMTHR40,Montana DEQ WQPB,Final
Copper,0.0003,mg/L,2018-08-20,MDEQ_WQ_WQX-M10SMTHR95,Montana DEQ WQPB,Final
Copper,0.001,mg/L,2018-05-16,AZDEQ_SW-2078,AZDEQ_SW,Final
Copper,0.001,mg/L,2018-06-07,MDEQ_WQ_WQX-M01TRALC25,Montana DEQ WQPB,Final
Copper,0.01,mg/L,2018-11-08,21SC60WQ_WQX-MD-145,South Carolina Department of Environmental Services,Final
Copper,5.25,mg/L,2018-09-06,CMCNRMI_WQX-LFPE-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.0006,mg/L,2018-06-18,MDEQ_WQ_WQX-Y06YELSR20,Montana DEQ WQPB,Final
Copper,0.01,mg/L,2018-09-18,21SC60WQ_WQX-SV-350,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-12-12,21SC60WQ_WQX-CL-041,South Carolina Department of Environmental Services,Final
Copper,0.006,mg/L,2018-08-06,MDEQ_WQ_WQX-Y23YELLR55,Montana DEQ WQPB,Final
Copper,0.0,mg/L,2018-09-25,LOWERARKVALLEYWATERCONSDIST-Heckman North,Lower Arkansas Valley Water Conservation District,Final
Copper,0.0011,mg/L,2018-09-12,UTAHDWQ_WQX-4936050,Utah Department Of Environmental Quality,Accepted
Copper,0.01,mg/L,2018-02-13,21SC60WQ_WQX-S-287,South Carolina Department of Environmental Services,Final
Copper,0.00819,mg/L,2018-09-15,11NPSWRD_WQX-GRSM_F_0492,National Park Service Water Resources Division,Final
Copper,1.2,mg/L,2018-02-15,AZDEQ_SW-2159,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-11-08,21SC60WQ_WQX-RS-18439,South Carolina Department of Environmental Services,Final
Copper,0.00094,mg/L,2018-10-17,AZDEQ_SW-211,AZDEQ_SW,Final
Copper,1.34,mg/L,2018-06-05,CMCNRMI_WQX-LFP-01,Colorado Mountain College Natural Resource Management,Final
Copper,0.000256,mg/L,2018-10-17,MIDNITE_2-MW-5,Midnite Mine Environmental Data,Final
Copper,3.25,mg/L,2018-07-05,CMCNRMI_WQX-LFP-01,Colorado Mountain College Natural Resource Management,Final
Copper,0.008,mg/L,2018-09-10,MDEQ_REM_WQX-CFR-11F,Montana DEQ Remediation,Final
Copper,0.00445,mg/L,2018-04-08,MAWRRC_WQX-3626575,Massachusetts Water Resources Research Center,Final
Copper,0.01,mg/L,2018-02-27,21SC60WQ_WQX-CW-040,South Carolina Department of Environmental Services,Final
Copper,0.001,mg/L,2018-09-16,MDEQ_WQ_WQX-M43WILOC02,Montana DEQ WQPB,Final
Copper,0.02,mg/L,2018-06-04,CMCNRMI_WQX-COG-12,Colorado Mountain College Natural Resource Management,Final
Copper,0.006,mg/L,2018-07-16,SOUTHUTE-SUIT19,Southern Ute Tribe,Final
Copper,0.01,mg/L,2018-03-14,21SC60WQ_WQX-RL-06435,South Carolina Department of Environmental Services,Final
Copper,0.0,mg/L,2018-07-10,LOWERARKVALLEYWATERCONSDIST-Reed East,Lower Arkansas Valley Water Conservation District,Final
Copper,0.037,mg/L,2018-08-09,AZDEQ_SW-2438,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-07-23,21SC60WQ_WQX-S-213,South Carolina Department of Environmental Services,Final
Copper,0.016,mg/L,2018-09-10,MDEQ_REM_WQX-CFR-27H,Montana DEQ Remediation,Final
Copper,0.00062,mg/L,2018-11-07,AZDEQ_SW-2539,AZDEQ_SW,Final
Copper,0.006,mg/L,2018-09-13,MDEQ_REM_WQX-SS-07,Montana DEQ Remediation,Final
Copper,0.00067,mg/L,2018-10-16,AZDEQ_SW-996,AZDEQ_SW,Final
Copper,0.001,mg/L,2018-08-14,MT305B_SECONDARYDATA-SC-15A,Montana 303d/305b Call for Secondary Data,Final
Copper,0.0003,mg/L,2018-10-03,MDEQ_REM_WQX-GW-RK-BG,Montana DEQ Remediation,Final
Copper,0.063,mg/L,2018-07-18,KAWNATON_WQX-KN-KL-001,"Kaw Nation, Oklahoma (Tribal)",Final
Copper,0.00034,mg/L,2018-05-01,MIDNITE_2-MW-04,Midnite Mine Environmental Data,Final
Copper,0.0002,mg/L,2018-10-02,MDEQ_REM_WQX-MW-2A,Montana DEQ Remediation,Final
Copper,0.018,mg/L,2018-03-22,MDEQ_REM_WQX-SS-05A,Montana DEQ Remediation,Final
Copper,0.011,mg/L,2018-06-06,MDEQ_REM_WQX-SS-16B,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-12-03,21SC60WQ_WQX-RL-18092,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-05-24,21SC60WQ_WQX-MD-145,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-05-30,21SC60WQ_WQX-CW-017,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-03-28,21SC60WQ_WQX-CW-197,South Carolina Department of Environmental Services,Final
Copper,1.44,mg/L,2018-05-16,CMCNRMI_WQX-LFP-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.00511,mg/L,2018-11-17,11NPSWRD_WQX-GRSM_F_0013,National Park Service Water Resources Division,Final
Copper,0.0017,mg/L,2018-09-12,SOUTHUTE-AR 2-7,Southern Ute Tribe,Final
Copper,0.01,mg/L,2018-06-25,21SC60WQ_WQX-CW-201,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-09-04,21SC60WQ_WQX-SV-361,South Carolina Department of Environmental Services,Final
Copper,0.016,mg/L,2018-09-12,MDEQ_REM_WQX-SS-13,Montana DEQ Remediation,Final
Copper,0.00464,mg/L,2018-11-17,11NPSWRD_WQX-GRSM_F_0024,National Park Service Water Resources Division,Final
Copper,0.01,mg/L,2018-04-05,21SC60WQ_WQX-SV-318,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-11-13,21SC60WQ_WQX-ST-005,South Carolina Department of Environmental Services,Final
Copper,0.252,mg/L,2018-11-09,KAWNATON_WQX-KN-KL-001,"Kaw Nation, Oklahoma (Tribal)",Final
Copper,0.01,mg/L,2018-09-06,21SC60WQ_WQX-S-125,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-12-04,21SC60WQ_WQX-S-298,South Carolina Department of Environmental Services,Final
Copper,0.00097,mg/L,2018-08-16,MNPCA-S009-162,Minnesota Pollution Control Agency - Ambient Surface Water,Final
Copper,0.215,mg/L,2018-10-13,SMWC-SMWC_IB01,San Miguel Watershed Coalition (Volunteer)*,Final
Copper,0.201,mg/L,2018-07-10,MSI-WATF,Mountain Studies Institute (MSI),Final
Copper,0.0057,mg/L,2018-01-03,AZDEQ_SW-2169,AZDEQ_SW,Final
Copper,0.0609,mg/L,2018-02-05,MIDNITE_2-SW-10,Midnite Mine Environmental Data,Final
Copper,0.01,mg/L,2018-10-18,21SC60WQ_WQX-MD-260,South Carolina Department of Environmental Services,Final
Copper,0.0027,mg/L,2018-09-19,AZDEQ_SW-61694,AZDEQ_SW,Final
Copper,0.0009,mg/L,2018-05-09,AZDEQ_SW-48,AZDEQ_SW,Final
Copper,0.0004,mg/L,2018-08-23,MDEQ_WQ_WQX-M10SMTHR40,Montana DEQ WQPB,Final
Copper,0.0032,mg/L,2018-03-07,AZDEQ_SW-763,AZDEQ_SW,Final
Copper,0.26,mg/L,2018-10-01,AZDEQ_SW-471,AZDEQ_SW,Final
Copper,0.0018,mg/L,2018-05-07,AZDEQ_SW-61673,AZDEQ_SW,Final
Copper,1.0,mg/L,2018-06-29,CMCNRMI_WQX-LFP-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.0029,mg/L,2018-05-08,AZDEQ_SW-2173,AZDEQ_SW,Final
Copper,29.0,mg/L,2018-01-08,CEDEN-309ALD,California State Water Resources Control Board,Final
Copper,0.01,mg/L,2018-11-13,21SC60WQ_WQX-MD-077,South Carolina Department of Environmental Services,Final
Copper,0.0332,mg/L,2018-04-13,11NPSWRD_WQX-GRSM_ND_NE,National Park Service Water Resources Division,Final
Copper,0.0017,mg/L,2018-02-05,MIDNITE_2-SW-15,Midnite Mine Environmental Data,Final
Copper,0.04,mg/L,2018-10-03,CMCNRMI_WQX-LFPW-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.01,mg/L,2018-08-29,21SC60WQ_WQX-RO-18420,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-08-23,21SC60WQ_WQX-PD-373,South Carolina Department of Environmental Services,Final
Copper,0.67,mg/L,2018-09-30,AZDEQ_SW-471,AZDEQ_SW,Final
Copper,0.00441,mg/L,2018-09-25,MIDNITE_2-SW-5,Midnite Mine Environmental Data,Final
Copper,0.0011,mg/L,2018-06-19,AZDEQ_SW-303,AZDEQ_SW,Final
Copper,0.03,mg/L,2018-05-24,CMCNRMI_WQX-COG-07,Colorado Mountain College Natural Resource Management,Final
Copper,0.002,mg/L,2018-03-20,MDEQ_REM_WQX-MWB-SBC,Montana DEQ Remediation,Final
Copper,0.0028,mg/L,2018-04-27,CBS-T-18,CBS Operations Inc.,Accepted
Copper,0.0006,mg/L,2018-08-20,MDEQ_WQ_WQX-M10SMTHR95,Montana DEQ WQPB,Final
Copper,0.17,mg/L,2018-09-30,AZDEQ_SW-460,AZDEQ_SW,Final
Copper,0.001,mg/L,2018-11-29,MDEQ_REM_WQX-SS-01,Montana DEQ Remediation,Final
Copper,0.006,mg/L,2018-07-06,MDEQ_REM_WQX-CFR-03A,Montana DEQ Remediation,Final
Copper,0.01,mg/L,2018-01-17,21SC60WQ_WQX-RO-18413,South Carolina Department of Environmental Services,Final
Copper,0.00521,mg/L,2018-09-17,11NPSWRD_WQX-GRSM_F_0073,National Park Service Water Resources Division,Final
Copper,0.00252,mg/L,2018-01-27,11NPSWRD_WQX-GRSM_F_0129,National Park Service Water Resources Division,Final
Copper,0.01,mg/L,2018-02-20,21SC60WQ_WQX-RO-18420,South Carolina Department of Environmental Services,Final
Copper,0.001,mg/L,2018-05-09,UTAHDWQ_WQX-4936050,Utah Department Of Environmental Quality,Accepted
Copper,0.01,mg/L,2018-05-03,21SC60WQ_WQX-MD-267,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-07-17,21SC60WQ_WQX-S-021,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-08-09,21SC60WQ_WQX-RT-18181,South Carolina Department of Environmental Services,Final
Copper,0.0027,mg/L,2018-12-18,AZDEQ_SW-2327,AZDEQ_SW,Final
Copper,0.0012,mg/L,2018-08-16,MNPCA-S003-019,Minnesota Pollution Control Agency - Ambient Surface Water,Final
Copper,0.94,mg/L,2018-07-17,CMCNRMI_WQX-LFP-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.0027,mg/L,2018-03-07,AZDEQ_SW-532,AZDEQ_SW,Final
Copper,0.01,mg/L,2018-12-12,21SC60WQ_WQX-RL-18089,South Carolina Department of Environmental Services,Final
Copper,0.271,mg/L,2018-09-17,KAWNATON_WQX-KN-KL-003,"Kaw Nation, Oklahoma (Tribal)",Final
Copper,0.000422,mg/L,2018-05-16,MIDNITE_2-GW-50,Midnite Mine Environmental Data,Final
Copper,0.01,mg/L,2018-04-12,21SC60WQ_WQX-S-213,South Carolina Department of Environmental Services,Final
Copper,0.001,mg/L,2018-08-13,MDEQ_WQ_WQX-Y06YELSR60,Montana DEQ WQPB,Final
Copper,0.01,mg/L,2018-10-17,21SC60WQ_WQX-MD-173,South Carolina Department of Environmental Services,Final
Copper,140.0,mg/L,2018-03-13,CEDEN-309ALD,California State Water Resources Control Board,Final
Copper,4.53,mg/L,2018-07-24,CMCNRMI_WQX-LFPE-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.01,mg/L,2018-07-11,21SC60WQ_WQX-B-047,South Carolina Department of Environmental Services,Final
Copper,0.01,mg/L,2018-07-30,21SC60WQ_WQX-RT-18190,South Carolina Department of Environmental Services,Final
Copper,4.11,mg/L,2018-10-03,CMCNRMI_WQX-LFP-01,Colorado Mountain College Natural Resource Management,Final
Copper,0.024,mg/L,2018-07-06,MDEQ_REM_WQX-SS-19,Montana DEQ Remediation,Final
Copper,0.00069,mg/L,2018-01-03,AZDEQ_SW-61769,AZDEQ_SW,Final
Copper,1.01,mg/L,2018-06-11,CMCNRMI_WQX-LFP-05,Colorado Mountain College Natural Resource Management,Final
Copper,0.0003,mg/L,2018-08-15,USACOEND-CEN20002,"U.S. Army Corps of Engineers, Nashville District",Final
